address,AcceptsInsurance,AgesAllowed,Alcohol,Ambience,BYOB,BYOBCorkage,BestNights,BikeParking,BusinessAcceptsBitcoin,BusinessAcceptsCreditCards,BusinessParking,ByAppointmentOnly,Caters,CoatCheck,Corkage,DietaryRestrictions,DogsAllowed,DriveThru,GoodForDancing,GoodForKids,GoodForMeal,HairSpecializesIn,HappyHour,HasTV,Music,NoiseLevel,Open24Hours,OutdoorSeating,RestaurantsAttire,RestaurantsCounterService,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,Smoking,WheelchairAccessible,WiFi,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,negative_reviews,neutral_reviews,positive_reviews,stars
144 Front Street West,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': True, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,,False,False,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",loud,,True,casual,,False,True,2.0,True,True,True,no,False,free,Dv0OHpQSL4hOGl2KAEVvlA,"Restaurants, Burgers, Sports Bars, Canadian (New), Nightlife, Bars, American (Traditional)",Toronto,11:0-2:0,11:0-1:0,11:0-2:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,1,43.645397,-79.3839517,Jack Astor's Bar & Grill,Downtown Core,M5J 2L7,201,ON,american,36.0,25.0,140.0,3.174129353233831
"Scotiabank Pond, 57 Carl Hall Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SlWijsT11hpQitSk77dANw,"Bars, Sports Bars, Nightlife, Restaurants, American (Traditional)",Toronto,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,11:30-0:0,1,43.7475176065,-79.4766142828,The Penalty Box,Downsview,M3K,3,ON,american,1.0,,2.0,3.3333333333333335
269 Rexdale Blvd,,,,,,,,,,True,,,,,,,,,,False,,,,,,,,,casual,,True,False,,,,True,,,,SN69A7A6gnjAJiN9wnNWHQ,"Comfort Food, Restaurants, American (Traditional)",Toronto,11:30-22:0,11:30-22:0,11:30-22:0,11:0-21:30,11:30-22:0,11:30-22:0,11:30-22:0,1,43.7121446,-79.5775353,Swiss Chalet Rotisserie & Grill,Etobicoke,M9W 1P7,7,ON,american,4.0,2.0,1.0,1.5714285714285714
1077 Wilson Avenue,,,,,,,,,,True,,,,,,,,,,True,,,,True,,,,,casual,,True,True,2.0,False,,True,,,,014FsLbXZrHg3k1LsRgElQ,"Chicken Wings, Canadian (New), American (Traditional), Restaurants, Comfort Food",Toronto,11:30-22:0,11:30-22:0,11:30-22:0,11:0-21:30,11:30-22:0,11:30-22:0,11:30-22:0,1,43.7269188129,-79.4804417493,Swiss Chalet Rotisserie & Grill,Downsview,M3K 1G7,8,ON,american,3.0,3.0,2.0,2.375
2148 Queen St E,,,none,,,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,,,False,casual,,True,True,1.0,False,True,True,,True,,oehhO64RcYeo3LCPZkGEig,"Barbeque, Comfort Food, Restaurants, American (Traditional)",Toronto,11:30-22:0,11:30-22:0,11:30-22:0,11:0-21:30,11:30-22:0,11:30-22:0,11:30-22:0,1,43.6717603,-79.2929524,Swiss Chalet Rotisserie & Grill,The Beach,M4E 1E3,12,ON,american,5.0,3.0,4.0,2.4166666666666665
20 College Street,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,False,,,True,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}",,,True,,average,,True,casual,,True,True,2.0,False,True,True,,False,no,dp9haMgS5RZ6i1kQq_oS5A,"American (Traditional), Breakfast & Brunch, Diners, Restaurants",Toronto,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1,43.6614505,-79.384068,Fran's Restaurant,Downtown Core,M5G 1K2,306,ON,american,57.0,38.0,211.0,3.3300653594771243
"150 King Street West, Unit 100",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",,,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,,,False,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",loud,,True,casual,,False,True,2.0,True,True,True,no,,free,QFPS9JBNdOOHVP0C3pSslw,"American (Traditional), Bars, Nightlife, American (New), Comfort Food, Canadian (New), Restaurants, Cocktail Bars",Toronto,11:30-2:0,11:30-2:0,11:0-2:0,11:0-2:0,11:30-2:0,11:30-2:0,11:30-2:0,1,43.6480134621,-79.3839246431,Earls Kitchen + Bar,Financial District,V5H 1J9,354,ON,american,37.0,27.0,290.0,3.5762711864406778
106 Broadview Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEmWshxJlI3fU7bwHSvh0A,"Restaurants, American (Traditional)",Toronto,,,,,,,,1,43.658978751899994,-79.3501622385,The Civic At the Broadview Hotel,Riverdale,M4M,9,ON,american,2.0,,7.0,3.3333333333333335
201 Augusta Avenue,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,False,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,True,casual,,True,True,2.0,True,False,True,,True,free,zfQ855VX3SMA_54oVSN5Cw,"Chicken Wings, Sandwiches, Restaurants, Food Delivery Services, Fish & Chips, Food, American (Traditional)",Toronto,10:30-22:0,10:30-22:0,11:0-22:0,11:0-22:0,10:30-22:0,10:30-22:0,10:30-22:0,1,43.65383410000001,-79.40154840000002,Fresco's Fish & Chips,Kensington Market,M5T 2L4,295,ON,american,18.0,35.0,242.0,4.3694915254237285
1546 Bloor Street W,,,beer_and_wine,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,,,True,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': True, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,True,casual,,False,True,2.0,False,True,True,,,free,O1HRTVujjxYZNFUVmEUvEw,"Nightlife, Sports Bars, American (Traditional), Bars, Restaurants",Toronto,16:0-2:0,16:0-2:0,15:0-2:0,15:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,1,43.6563612,-79.4531823,Toronto Style Bar,High Park,M6P 1A4,4,ON,american,2.0,1.0,1.0,2.5
720 King Street W,,,full_bar,,,,,,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,,,,,True,casual,,False,True,2.0,False,True,True,,True,,gr5fOqceKhIjLYbpPk7FCA,"American (Traditional), Restaurants, Chicken Wings",Toronto,,,,,,,,0,43.6438439,-79.4040796,St Louis Bar & Grill,Niagara,M5V 2T3,6,ON,american,1.0,,5.0,3.5
2955 Bloor St W,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,True,True,2.0,True,True,True,,,,YRWGkDCSVVu6LU5tOjMGyQ,"Restaurants, Comfort Food, American (Traditional)",Toronto,11:30-22:0,11:30-22:0,11:30-22:0,11:0-21:30,11:30-22:0,11:30-22:0,11:30-22:0,1,43.647743,-79.5083723,Swiss Chalet Rotisserie & Grill,Etobicoke,M8X 1B8,11,ON,american,5.0,,6.0,2.4545454545454546
49 Saint Clair Avenue W,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,,,,,,,,,False,True,,,,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,False,,,,True,2.0,True,,,,,,X9v01PhbWwjrDTTOkUiOLA,"Arcades, Nightlife, Arts & Entertainment, Gastropubs, Restaurants, Bars, Internet Cafes, Sports Bars, Food, American (Traditional)",Toronto,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,1,43.6873851,-79.3959042,Raiders E-Sports Centre,Yonge and St. Clair,M4V 1L3,10,ON,american,1.0,2.0,7.0,3.6
444 Yonge Street,,,,,,,,,,True,,,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,,,False,casual,,False,True,1.0,False,,True,,,,4iY-JA8swpJcLMGFit_G-g,"Fast Food, Restaurants, Chicken Wings, American (Traditional), Chicken Shop",Toronto,10:0-21:0,10:0-21:0,10:0-19:0,10:0-19:0,10:0-21:0,10:0-21:0,10:0-21:0,1,43.6610059,-79.383213,KFC,Downtown Core,M5B 2H4,8,ON,american,5.0,1.0,2.0,1.5
"720 Spadina Ave,, Unit # 111",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,"{'dj': False, 'background_music': True, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",average,,True,casual,,False,True,2.0,True,True,True,outdoor,True,free,6cL9Z4CY8_jZt0WOqnRJOg,"Restaurants, Lounges, American (Traditional), Diners, Sports Bars, Beer, Wine & Spirits, Bars, Burgers, Nightlife, Shopping, Food, Chicken Wings, Wigs",Toronto,11:0-2:0,11:0-0:0,11:0-2:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,0,43.6654057,-79.40337770000002,Shoeless Joe's,Downtown Core,M5S 2T9,22,ON,american,6.0,4.0,12.0,2.409090909090909
41 Milner Avenue,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,,,,,,,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,True,,,False,False,2.0,True,,True,,,free,gj7jcal-6RYk1TRjSWAgTg,"Nightlife, Sports Bars, American (Traditional), Bars, Pubs, Restaurants",Toronto,11:0-2:0,11:0-1:0,11:0-2:0,11:0-1:0,11:0-2:0,11:0-1:0,11:0-1:0,1,43.7836688553,-79.2531912962,Kingsmen Pub & Grill,Scarborough,M1S 3P6,12,ON,american,4.0,1.0,7.0,2.4166666666666665
523 Danforth Avenue,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,False,,True,,,,True,,average,,True,casual,,True,False,1.0,False,True,True,,,free,Dj-SKw-awL_g7rHgCbCOew,"Fast Food, Restaurants, American (Traditional)",Toronto,11:0-0:0,11:0-23:0,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,1,43.678239700000006,-79.3482024,Popeyes Louisiana Kitchen,Greektown,M4K 1P7,10,ON,american,6.0,2.0,2.0,1.8
"Toronto Eaton Centre, 14 Queen Street W",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': True}",,,True,,average,,False,casual,,False,True,2.0,False,False,True,,True,free,CmOFu9WDV0GsxD6QyFV4Iw,"Pizza, Beer, Wine & Spirits, Restaurants, American (Traditional), Canadian (New), Specialty Food, Grocery, Food, Sushi Bars",Toronto,6:0-22:0,6:0-22:0,7:0-22:0,7:0-20:0,6:0-22:0,6:0-22:0,6:0-22:0,1,43.652465027299996,-79.3795499951,Richtree Eaton Centre,Downtown Core,M5B 2H1,71,ON,american,18.0,16.0,37.0,2.704225352112676
403 Roncesvalles Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}",True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,False,,False,False,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,False,False,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': True, 'video': False, 'jukebox': False}",loud,,False,casual,,True,True,2.0,True,True,True,outdoor,False,free,tq_hA-LBU_NJLmXq-yVw9A,"American (Traditional), Piano Bars, Nightlife, Jazz & Blues, Restaurants, Bars, Arts & Entertainment",Toronto,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,16:0-2:0,0,43.650948,-79.45085390000001,Gate 403 Bar & Grill,Roncesvalles,M6R 2N1,38,ON,american,4.0,1.0,33.0,3.6842105263157894
590 Keele St,,,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,,,,,,casual,,False,True,2.0,False,,True,,,no,mD4aoafwVXCeY_15aZCePA,"Fast Food, Restaurants, Burgers, American (Traditional)",Toronto,10:30-22:0,10:30-22:0,10:30-22:0,10:30-21:30,10:30-22:0,10:30-22:0,10:30-22:0,1,43.67149000000001,-79.467331,Harvey's Restaurants,The Junction,M6N 3E2,4,ON,american,1.0,,3.0,2.25
1521 Yonge St,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,False,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,False,True,2.0,False,False,True,,,,r_2voyLZfKpWDc02fXhGkw,"Food, Burgers, American (Traditional), Fast Food, Restaurants",Toronto,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,1,43.6896094,-79.3944095,Harvey's,Deer Park,M4T 1Z2,4,ON,american,2.0,,2.0,2.5
580-582 Church Street,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,False,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,True,casual,,False,True,2.0,True,True,True,,,free,zGXO7B16FXxjc_P0rst7rg,"Canadian (New), Restaurants, American (Traditional)",Toronto,12:0-22:0,,11:0-23:0,11:0-22:0,12:0-22:0,16:0-22:0,16:0-22:0,0,43.6667896,-79.381496,House-Maison,Church-Wellesley Village,M4Y 2E5,22,ON,american,6.0,1.0,15.0,3.3636363636363638
66 1/2 Nassau Street,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,False,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,average,,True,casual,,False,True,1.0,False,False,True,,,no,RkekriZhaIZ7nSJBVept6Q,"American (Traditional), Sandwiches, Restaurants",Toronto,11:0-22:0,11:0-21:0,11:0-22:0,11:0-20:0,11:0-22:0,11:0-21:0,11:0-21:0,0,43.6552668269,-79.4029569626,The Grilled Cheese,Kensington Market,M5T,124,ON,american,21.0,10.0,93.0,3.6370967741935485
"382 Yonge Street, Unit 8",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,False,,,,False,False,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}",,True,True,"{'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}",loud,,True,casual,,False,True,2.0,True,True,True,outdoor,,free,GQSmxqRi_s9U9qd5gHLKAw,"American (Traditional), Breakfast & Brunch, Nightlife, Beer Bar, Sports Bars, Sandwiches, Burgers, Restaurants, Bars",Toronto,11:30-2:0,11:30-1:0,12:0-2:0,12:0-1:0,11:30-2:0,11:30-1:0,11:30-2:0,1,43.6590440287,-79.3830707247,Duke's Refresher + Bar,Downtown Core,M5B 1S8,152,ON,american,15.0,14.0,123.0,3.8289473684210527
"190 University Avenue Toronto, 3rd Floor",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': True}",,True,,,,False,,,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,False,,average,,True,casual,,False,True,3.0,True,True,False,,True,no,tEfmHuo_dNanyTaC5PyoOQ,"Canadian (New), Korean, Asian Fusion, Steakhouses, American (Traditional), Seafood, Restaurants, American (New), Japanese",Toronto,11:30-14:0,17:30-22:0,17:30-23:0,11:0-14:30,11:30-14:0,17:30-22:0,17:30-22:0,0,43.6493689,-79.3859219,Momofuku Daishō,Financial District,M5H 0A3,238,ON,american,30.0,21.0,187.0,3.3907563025210083
"4950 Yonge St, Unit 105",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'breakfast': False, 'brunch': False}",,,True,,average,,False,casual,,False,True,2.0,True,True,True,,True,no,A-UC_QZwS1_gDB_masfJGA,"American (Traditional), Steakhouses, American (New), Canadian (New), Restaurants",Toronto,9:0-2:0,9:0-0:0,9:0-2:0,9:0-23:0,9:0-1:0,9:0-0:0,9:0-0:0,0,43.764826,-79.4127798,Moxie's Grill & Bar,Willowdale,M2N 6K1,55,ON,american,11.0,8.0,36.0,2.8363636363636364
70 University Avenue,,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,False,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,True,,average,,True,casual,,True,True,2.0,True,True,True,,,free,drNhiiDfuWAbuGcK3or8IA,"Nightlife, Canadian (New), Restaurants, Lounges, American (Traditional), Bars, Cocktail Bars, Steakhouses",Toronto,11:0-2:0,11:0-1:0,11:0-2:0,11:0-23:0,11:0-2:0,11:0-1:0,11:0-2:0,1,43.6464472846,-79.3843205981,Moxie's Grill & Bar,Financial District,M5H,61,ON,american,12.0,12.0,37.0,2.6557377049180326
"Sheraton Centre Toronto Hotel, 123 Queen Street W",,,full_bar,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,False,False,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}",,True,True,,,,False,casual,,False,True,2.0,True,,True,,,free,cRuk2y-LeWL42UVEkLVU3A,"Restaurants, American (Traditional), Burgers, Pubs, Nightlife, Bars",Toronto,6:30-1:0,6:30-1:0,6:30-1:0,6:30-1:0,6:30-1:0,6:30-1:0,6:30-1:0,1,43.6511809,-79.3844646,BnB Bistro,Downtown Core,M5H 3M9,23,ON,american,9.0,2.0,12.0,2.347826086956522
326 Harbord Street,,,none,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,True,,True,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,False,,,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}",,,False,,quiet,,True,casual,True,False,False,1.0,True,False,True,,True,free,N4AIlY5runouWKCMurrnvQ,"Cafes, Coffee & Tea, Desserts, Food, Restaurants, Patisserie/Cake Shop, Ice Cream & Frozen Yogurt, American (Traditional)",Toronto,10:0-22:0,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,1,43.6600063,-79.4173726,Bean and Baker Malt Shop,Bickford Park,M6G 1H1,43,ON,american,1.0,2.0,40.0,4.674418604651163
