address,BikeParking,BusinessAcceptsCreditCards,Caters,CoatCheck,GoodForKids,HappyHour,HasTV,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,business_id,categories,city,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,latitude,longitude,name,neighborhood,postal_code,review_count,state,cuisine,cat,cat_Calgary_american_1.0,cat_Calgary_american_2.0,cat_Calgary_american_3.0,cat_Calgary_american_4.0,cat_Calgary_american_nan,cat_Calgary_chinese_1.0,cat_Calgary_chinese_2.0,cat_Calgary_chinese_3.0,cat_Calgary_chinese_nan,cat_Calgary_italian_1.0,cat_Calgary_italian_2.0,cat_Calgary_italian_3.0,cat_Calgary_italian_4.0,cat_Calgary_italian_nan,cat_Las Vegas_american_1.0,cat_Las Vegas_american_2.0,cat_Las Vegas_american_3.0,cat_Las Vegas_american_4.0,cat_Las Vegas_american_nan,cat_Las Vegas_chinese_1.0,cat_Las Vegas_chinese_2.0,cat_Las Vegas_chinese_3.0,cat_Las Vegas_chinese_4.0,cat_Las Vegas_chinese_nan,cat_Las Vegas_italian_1.0,cat_Las Vegas_italian_2.0,cat_Las Vegas_italian_3.0,cat_Las Vegas_italian_4.0,cat_Las Vegas_italian_nan,cat_Toronto_american_1.0,cat_Toronto_american_2.0,cat_Toronto_american_3.0,cat_Toronto_american_4.0,cat_Toronto_american_nan,cat_Toronto_chinese_1.0,cat_Toronto_chinese_2.0,cat_Toronto_chinese_3.0,cat_Toronto_chinese_4.0,cat_Toronto_chinese_nan,cat_Toronto_italian_1.0,cat_Toronto_italian_2.0,cat_Toronto_italian_3.0,cat_Toronto_italian_4.0,cat_Toronto_italian_nan,negative_reviews,neutral_reviews,positive_reviews,stars,ambience_romantic,ambience_intimate,ambience_classy,ambience_hipster,ambience_touristy,ambience_trendy,ambience_upscale,ambience_casual,good_for_dessert,good_for_latenight,good_for_lunch,good_for_dinner,good_for_breakfast,good_for_brunch,parking_garage,parking_street,parking_validated,parking_lot,parking_valet,TotalOpenTimeInWeek,NumberOfWeekdaysWithEarlyOpening,NumberOfWeekdaysWithLateClosing,OpenOnWeekends,bestnight_monday,bestnight_tuesday,bestnight_wednesday,bestnight_thursday,bestnight_friday,bestnight_saturday,bestnight_sunday,music_dj,music_background_music,music_no_music,music_karaoke,music_live,music_video,music_jukebox,full_bar,beer_and_wine,no_alcohol,smoking_outdoor,smoking_no,smoking_yes,wifi_free,wifi_no,wifi_paid,noise_average,noise_loud,noise_quiet,noise_very_loud,price_range_1,price_range_2,price_range_3,price_range_4,attire_casual,attire_dressy
8355 S Dean Martin Dr,True,True,True,,True,,True,True,False,True,True,True,True,True,KSRBPWOSqxclHkDd23P7CQ,"Italian, Event Planning & Services, Caterers, Restaurants, Burgers",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.037071399999995,-115.18704009999999,Dean's Place,Southwest,89101,93,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,11.0,65.0,3.505376344086021,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
7580 Las Vegas Blvd S,True,True,True,,True,,True,True,True,True,False,False,True,True,64o_nYvzIKwHFOSYSEm-qw,"Pizza, Salad, Restaurants, Italian",Las Vegas,12.0,10.0,12.0,10.0,10.0,10.0,10.0,36.052027100000004,-115.17155,Joe's New York Pizza,Southeast,89123,279,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,45.0,185.0,3.7204301075268815,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,74.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
1031 S Rampart Blvd,,True,False,False,False,True,True,True,False,True,True,True,True,True,ifEHr-ZnGFSKgJVsywiAFg,"Bars, Nightlife, Restaurants, Wine Bars, Italian",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1602235,-115.2915112,Nora's Wine Bar and Osteria,Westside,89145,81,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,7.0,62.0,3.5061728395061733,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
4155 S Buffalo Dr,,True,,,True,,True,True,True,True,False,True,True,True,b6LH0R-f6cmPT0dOzqkQUg,"Italian, Pizza, Food, Restaurants",Las Vegas,12.0,11.0,12.0,11.0,11.0,11.0,11.0,36.1133059,-115.26161699999999,Mama Mia Pizza,Spring Valley,89147,18,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,15.0,3.388888888888889,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,79.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
"3330 S Hualapai Way, Ste 160",False,True,True,,False,,True,False,False,True,True,True,True,True,HaPwC4nxs6RPfe1pAQkQ4A,"Restaurants, Italian, Seafood",Las Vegas,11.0,11.0,6.0,4.0,11.0,11.0,11.0,36.1291893,-115.3145946,Mastrioni's,South Summerlin,89117,355,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,34.0,293.0,4.132394366197183,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,65.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"10170 W Tropicana Ave, Ste 144",True,True,True,False,True,True,True,False,False,True,False,True,True,True,6jDD-Z8QcsKTdIDWwM8gog,"Restaurants, Pizza, Sandwiches, Italian, Bars, Nightlife",Las Vegas,11.0,7.0,11.0,11.0,11.0,7.0,11.0,36.1016027,-115.31422079999999,Anna Marie's Italian Cuisine,Spring Valley,89147,202,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,14.0,169.0,4.178217821782178,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,True,False,69.0,0.0,5.0,2.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"10690 Southern Highlands Pkwy, Ste 103",True,True,True,False,True,True,True,True,True,True,True,True,True,True,4VkLiFoIEjTTpbCRgxjnCQ,"Bars, Restaurants, Delis, Italian, Nightlife",Las Vegas,11.0,10.0,11.0,10.0,10.0,10.0,10.0,35.9951546506,-115.20635056399999,Spaghetty Western,Southwest,89141,606,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.0,60.0,475.0,4.214521452145214,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,72.0,0.0,5.0,2.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"10670 Southern Highlands Pkwy, Ste 102",True,True,True,False,True,True,True,False,False,True,True,True,True,True,PIXl4WvAqjl2w9Lj81zXvQ,"Lounges, Karaoke, American (Traditional), Bars, Nightlife, Restaurants, American (New), Steakhouses, Italian",Las Vegas,6.0,6.0,6.0,13.0,6.0,6.0,6.0,35.9951511,-115.20684009999998,Zest - Bistro & Bar,Southwest,89141,503,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,37.0,422.0,4.296222664015905,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,49.0,0.0,5.0,2.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
4480 Paradise Rd,True,True,True,,True,,True,True,True,True,False,False,True,True,Z3ZSar8IVAR2qIupqxMynA,"Restaurants, Italian, Pizza",Las Vegas,15.5,15.5,15.5,15.5,15.5,15.5,15.5,36.108897999999996,-115.151261,Joe's New York Pizza,Eastside,89169,443,NV,italian,Las Vegas_italian_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,66.0,272.0,3.565610859728507,False,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,True,False,108.5,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"2300 N Rainbow Blvd, Ste 108",,True,,,True,,False,True,True,True,True,True,True,True,4yJVSK-Q5UkED6RjORRssA,"Restaurants, Steakhouses, Seafood, Italian",Las Vegas,11.0,11.0,11.0,11.0,11.0,11.0,11.0,36.2020465,-115.24176659999999,El Congo Restaurant,,89108,18,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,12.0,4.333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
"8125 W Sahara Ave, Ste 170",True,True,True,,True,,True,False,True,True,True,True,True,True,pXQV_vlMtQt---3W_do9Zg,"Pizza, Restaurants, Italian",Las Vegas,11.0,11.0,11.0,10.0,11.0,11.0,11.0,36.1428450405,-115.26850063200001,Maru's Pizza & Italian Bistro,Westside,89117,53,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,43.0,3.849056603773585,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,76.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
3059 N Rainbow Blvd,True,True,True,,True,,True,False,False,True,False,False,True,,FqJ1SWEBhgVl66FrcsovOQ,"Desserts, Restaurants, Food, American (Traditional), Italian, Pizza, Buffets",Las Vegas,10.0,10.0,10.0,10.0,10.0,10.0,10.0,36.2151476891,-115.24276793,Cicis,,89108,70,NV,italian,Las Vegas_italian_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,8.0,35.0,2.8,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,70.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"4001 S Decatur Blvd, Ste 39",True,True,True,,True,,True,False,True,True,False,True,True,True,9IpKGHaPy3hhXo9g5Bt7lg,"Event Planning & Services, Restaurants, Caterers, Pizza, Italian",Las Vegas,12.0,11.0,12.0,11.0,11.0,11.0,11.0,36.1184484856,-115.209104221,Metro Pizza,,89103,291,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,35.0,213.0,3.738831615120275,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,79.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
"4155 S Buffalo Dr, Ste 114",True,True,True,,True,,False,False,False,True,True,True,True,True,Ql_J2DSIE8QYp5rXf3721A,"Italian, Restaurants",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.113268,-115.26186570000002,Cafe Chloe,Spring Valley,89147,40,NV,italian,Las Vegas_italian_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,10.0,25.0,3.75,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
6555 S Riley St,True,True,False,,True,,False,True,False,True,False,False,True,True,rjZ0L-P1SRLJfiK5epnjYg,"Festivals, Local Flavor, Home Services, Mortgage Brokers, Real Estate, Restaurants, Arts & Entertainment, Italian",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.068450899999995,-115.28724199999999,San Gennaro Feast,Spring Valley,89148,110,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,16.0,63.0,2.272727272727273,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
7770 W Ann Rd,True,True,True,,True,,True,True,False,True,True,True,True,True,bvGdqJ-SeGdIHX-HEabwlg,"Restaurants, Italian, Breakfast & Brunch, Seafood",Las Vegas,5.0,0.0,5.0,5.0,5.0,0.0,5.0,36.2636911,-115.2654135,North Beach Italian Bistro,Northwest,89149,223,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,15.0,192.0,4.309417040358745,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,25.0,0.0,0.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
412 E Flamingo Rd,False,True,True,,True,,False,False,True,True,True,True,True,True,lAR6Lj6-zBxQNqflZt0zTQ,"Food, Event Planning & Services, Italian, Restaurants, Caterers, Pizza",Las Vegas,12.0,11.0,12.0,10.0,11.0,11.0,11.0,36.114943726599996,-115.151831657,Buca di Beppo Italian Restaurant,Eastside,89169,391,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.0,43.0,236.0,2.9566326530612246,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,78.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3355 Las Vegas Blvd S,,True,,,True,,False,False,False,False,False,,True,,Qj1BoynaIVZiKEe8Peq3_g,"Restaurants, Food, Vegetarian, Italian",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1221292471,-115.16966763,Eats Italian,The Strip,89109,26,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,3.0,6.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
6191 Centennial Center Blvd,True,True,True,False,True,True,False,False,False,True,True,True,True,True,XdOxflXrlWRdL9IWzXC54Q,"Restaurants, Italian, Wine Bars, Nightlife, Salad, Bars",Las Vegas,12.0,11.0,12.0,11.0,11.0,11.0,11.0,36.272766469299995,-115.266528986,Olive Garden Italian Restaurant,Centennial,89149,226,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,28.0,139.0,3.31858407079646,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,True,False,79.0,0.0,5.0,2.0,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False
7380 S Eastern Ave,,True,True,,True,,True,False,True,True,False,True,True,True,BCORM4dEleJXnyPXoaH3HQ,"Restaurants, Pizza, Specialty Food, Food, Italian",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0559061,-115.1163475,Giovanni's,Southeast,89123,18,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,15.0,4.111111111111111,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
"7501 W Lake Mead Blvd, Ste 120",True,True,True,False,False,True,True,True,False,True,True,True,True,True,F5BCXUpQpCRPeFmWnQmSJA,"Italian, Mediterranean, Bars, Nightlife, Wine Bars, Restaurants",Las Vegas,10.5,9.5,10.5,5.0,10.0,9.5,9.5,36.194594759699996,-115.25870360299999,Grape Vine Cafe,,89128,132,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,9.0,111.0,4.242424242424242,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,64.5,0.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
10820 W Charleston Blvd,False,True,False,False,False,True,True,True,False,True,False,True,True,,VfFHPsPtTW4Mgx0eHDyJiQ,"Italian, Diners, Bars, Nightlife, Restaurants, Breakfast & Brunch",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1606854895,-115.331591073,Distill - A Local Bar,Summerlin,89135,355,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.0,33.0,265.0,3.664788732394366,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,0.0,5.0,5.0,2.0,False,False,False,False,True,True,True,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
"8090 Blue Diamond Rd, Ste 140",True,True,False,,True,,False,False,True,False,False,False,True,,hImWJjaB0hvWQ7tlxGYMMw,"Restaurants, Pizza, Chicken Wings, Italian",Las Vegas,13.0,12.0,14.0,13.0,12.0,12.0,12.0,36.020917948299996,-115.26748881600001,Pizza Hut,Southwest,89178,74,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,15.0,19.0,1.9594594594594597,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,88.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
3545 Las Vegas Blvd S,True,True,True,False,False,True,True,True,False,True,True,True,True,True,fAlKTsfsUF6A5iujEI2Z1w,"Nightlife, Restaurants, American (New), American (Traditional), Steakhouses, Bars, Comfort Food, Italian",Las Vegas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.117683,-115.17124799999999,Off The Strip at the LINQ,The Strip,89109,604,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.0,63.0,440.0,3.7384105960264904,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,True,False,True,True,0.0,5.0,5.0,2.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False
"5651 S Grand Canyon, Ste 100",,True,True,,True,,False,False,True,True,True,True,True,True,-xbQQR_ydEJGqYzHSF4DnQ,"Italian, Pizza, Restaurants",Las Vegas,11.0,11.0,11.0,11.0,11.0,11.0,11.0,36.086034399999996,-115.30731159999999,Maciano's Pizza & Pastaria,Spring Valley,89148,93,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,10.0,55.0,3.0645161290322585,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,77.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1000 S Rampart Blvd,True,True,True,,True,,True,False,True,True,True,True,True,True,8lZtLSeJVg28Gb75iklmmQ,"Italian, Restaurants, Sandwiches, Event Planning & Services, Pizza, Caterers",Las Vegas,12.0,10.0,11.0,8.0,10.0,10.0,10.0,36.1604696,-115.28988909999998,East Side Pizza,Westside,89145,126,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.0,15.0,74.0,3.2142857142857144,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,True,False,71.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"1725 E Warm Springs Rd, Ste 18",True,True,True,,True,,True,False,True,True,True,True,True,True,82-wE5pkxyBKhfxyyZap_A,"Pizza, American (Traditional), Italian, Desserts, Seafood, Restaurants, Sandwiches, Food",Las Vegas,14.0,12.0,14.0,12.0,12.0,12.0,12.0,36.05730120000001,-115.1285587,Cafe Modena,Southeast,89119,57,NV,italian,Las Vegas_italian_1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,8.0,23.0,2.7678571428571432,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,88.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
"8125 W Sahara Ave, Ste 170",True,True,True,,True,,True,False,True,True,True,True,True,True,UNMBMKI9FjnO9flxPxV-1w,"Pizza, Restaurants, Chicken Wings, Food, Sandwiches, Italian",Las Vegas,11.0,10.0,11.0,10.0,10.0,10.0,10.0,36.142683500000004,-115.2686875,Giovanni's Hole In The Wall,Westside,89117,235,NV,italian,Las Vegas_italian_2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,33.0,183.0,4.276595744680851,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,72.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
"3377 S Las Vegas Blvd, Ste 2410",False,True,False,,True,,False,True,False,True,True,True,True,True,WX8cx6tfFcEn0cK4cIbWag,"Restaurants, Seafood, Pizza, Mediterranean, Modern European, Italian",Las Vegas,12.0,12.0,12.0,12.0,12.0,12.0,12.0,36.122676,-115.168935,Mercato Della Pescheria,The Strip,89109,280,NV,italian,Las Vegas_italian_3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,15.0,234.0,4.207885304659499,True,False,True,False,True,False,False,True,True,False,True,True,False,False,True,False,False,False,False,84.0,0.0,5.0,2.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
